Model,Accuracy,BalancedAccuracy,Precision,Recall,F1,ROC-AUC,LogLoss
RF 200 depth 10,0.6413502109704642,0.6411739093496454,0.6191222570532915,0.6376109765940274,0.6282306163021869,0.7038152112862193,0.6242944406615955
