Model,Accuracy,BalancedAccuracy,Precision,Recall,F1,ROC-AUC,LogLoss
LightGBM leaves 7 est 200 lr 0.05,0.6359800537015727,0.6362091669852598,0.6117103235747303,0.6408393866020985,0.6259361450532125,0.7016239987917061,0.6240238203348121
