Model,Accuracy,BalancedAccuracy,Precision,Recall,F1,ROC-AUC,LogLoss
AdaBoost leaves 4 est 100 lr 0.5,0.6348293057153817,0.6349224048822621,0.611154144074361,0.6368038740920097,0.6237154150197628,0.6987233266782776,0.6315972350422198
