MatchID,Date,SourceYear,ATP,Location,Tournament,Series,Court,Surface,Round,Best of,Player1,Player2,Player1Rank,Player2Rank,Player1Points,Player2Points,Player1B365Odds,Player2B365Odds,Player1PSOdds,Player2PSOdds,Player1MaxOdds,Player2MaxOdds,Player1AvgOdds,Player2AvgOdds,Player1Won
9361,2018-07-31,2018,49,Washington,Citi Open,ATP500,Outdoor,Hard,1st Round,3.0,Baghdatis M.,Paire B.,91.0,55.0,644.0,920.0,1.72,2.0,1.89,1.99,1.89,2.15,1.79,2.02,1
9362,2018-07-31,2018,49,Washington,Citi Open,ATP500,Outdoor,Hard,1st Round,3.0,Basic M.,Copil M.,83.0,93.0,695.0,617.0,2.2,1.61,2.3,1.68,2.3,1.69,2.23,1.64,0
9363,2018-07-31,2018,49,Washington,Citi Open,ATP500,Outdoor,Hard,1st Round,3.0,Pospisil V.,De Minaur A.,92.0,72.0,619.0,803.0,2.25,1.57,2.35,1.66,2.4,1.67,2.3,1.62,0
9364,2018-07-31,2018,49,Washington,Citi Open,ATP500,Outdoor,Hard,1st Round,3.0,Thompson J.,Donaldson J.,97.0,62.0,589.0,900.0,2.75,1.4,2.86,1.47,3.01,1.5,2.72,1.46,0
9365,2018-07-31,2018,49,Washington,Citi Open,ATP500,Outdoor,Hard,1st Round,3.0,Duckworth J.,Kwiatkowski T.S.,654.0,393.0,38.0,100.0,1.4,2.75,1.45,2.96,1.5,3.1,1.41,2.9,1
9366,2018-07-31,2018,49,Washington,Citi Open,ATP500,Outdoor,Hard,1st Round,3.0,Lacko L.,Kudla D.,75.0,85.0,746.0,683.0,2.0,1.72,2.06,1.83,2.05,2.0,1.87,1.93,0
9367,2018-07-31,2018,49,Washington,Citi Open,ATP500,Outdoor,Hard,1st Round,3.0,Watanuki Y.,Medvedev D.,287.0,63.0,178.0,892.0,3.0,1.36,3.32,1.37,3.34,1.42,3.1,1.37,0
9368,2018-07-31,2018,49,Washington,Citi Open,ATP500,Outdoor,Hard,1st Round,3.0,Mcdonald M.,Murray A.,80.0,832.0,717.0,20.0,3.75,1.25,4.07,1.28,4.25,1.3,3.76,1.27,0
9369,2018-07-31,2018,49,Washington,Citi Open,ATP500,Outdoor,Hard,1st Round,3.0,Youzhny M.,Rubin N.,102.0,152.0,540.0,373.0,2.25,1.57,2.32,1.67,2.32,1.69,2.23,1.65,0
9370,2018-08-01,2018,47,Kitzbuhel,Generali Open,ATP250,Outdoor,Clay,2nd Round,3.0,Albot R.,Berrettini M.,98.0,54.0,578.0,927.0,2.62,1.44,2.91,1.47,3.0,1.48,2.79,1.44,0
9371,2018-08-01,2018,47,Kitzbuhel,Generali Open,ATP250,Outdoor,Clay,2nd Round,3.0,Daniel T.,Djere L.,81.0,90.0,713.0,649.0,2.25,1.57,2.2,1.76,2.35,1.77,2.15,1.7,1
9372,2018-08-01,2018,47,Kitzbuhel,Generali Open,ATP250,Outdoor,Clay,2nd Round,3.0,Kohlschreiber P.,Istomin D.,29.0,95.0,1475.0,597.0,1.28,3.5,1.36,3.43,1.37,3.65,1.31,3.43,0
9373,2018-08-01,2018,47,Kitzbuhel,Generali Open,ATP250,Outdoor,Clay,2nd Round,3.0,Verdasco F.,Jarry N.,33.0,53.0,1305.0,969.0,1.66,2.1,1.75,2.2,1.82,2.2,1.76,2.06,0
9374,2018-08-01,2018,47,Kitzbuhel,Generali Open,ATP250,Outdoor,Clay,2nd Round,3.0,Thiem D.,Klizan M.,8.0,112.0,3665.0,491.0,1.2,4.33,1.28,4.14,1.28,4.5,1.23,4.12,0
9375,2018-08-01,2018,47,Kitzbuhel,Generali Open,ATP250,Outdoor,Clay,2nd Round,3.0,Lajovic D.,Novak D.,66.0,136.0,850.0,423.0,1.36,3.0,1.37,3.4,1.38,3.5,1.35,3.23,1
9376,2018-08-01,2018,47,Kitzbuhel,Generali Open,ATP250,Outdoor,Clay,2nd Round,3.0,Kukushkin M.,Marterer M.,87.0,47.0,669.0,997.0,2.1,1.66,2.2,1.75,2.3,1.75,2.2,1.67,0
9377,2018-08-01,2018,47,Kitzbuhel,Generali Open,ATP250,Outdoor,Clay,2nd Round,3.0,Munar J.,Haase R.,88.0,38.0,668.0,1110.0,1.9,1.8,2.12,1.81,2.15,1.86,2.04,1.77,1
9378,2018-08-01,2018,48,Los Cabos,Abierto Mexicano Mifel,ATP250,Outdoor,Hard,1st Round,3.0,Gerasimov E.,Tomic B.,301.0,153.0,165.0,371.0,2.75,1.4,3.01,1.43,3.01,1.46,2.89,1.42,1
9379,2018-08-01,2018,48,Los Cabos,Abierto Mexicano Mifel,ATP250,Outdoor,Hard,1st Round,3.0,Giron M.,Arevalo M.,446.0,145.0,82.0,395.0,1.72,2.0,1.79,2.13,1.82,2.15,1.77,2.06,1
9380,2018-08-01,2018,48,Los Cabos,Abierto Mexicano Mifel,ATP250,Outdoor,Hard,1st Round,3.0,Halys Q.,Muller G.,150.0,104.0,377.0,530.0,1.9,1.8,2.14,1.78,2.24,1.87,2.05,1.77,1
9381,2018-08-01,2018,48,Los Cabos,Abierto Mexicano Mifel,ATP250,Outdoor,Hard,1st Round,3.0,Lopez F.,Safwat M.,69.0,173.0,815.0,324.0,1.22,4.0,1.3,3.87,1.35,4.3,1.27,3.75,1
9382,2018-08-01,2018,48,Los Cabos,Abierto Mexicano Mifel,ATP250,Outdoor,Hard,1st Round,3.0,Norrie C.,Gunneswaran P.,74.0,177.0,763.0,320.0,1.25,3.75,1.27,4.15,1.3,4.15,1.26,3.83,1
9383,2018-08-01,2018,48,Los Cabos,Abierto Mexicano Mifel,ATP250,Outdoor,Hard,1st Round,3.0,Galan D.E.,Polansky P.,176.0,122.0,321.0,468.0,2.37,1.53,2.49,1.59,2.58,1.61,2.44,1.56,0
9384,2018-08-01,2018,48,Los Cabos,Abierto Mexicano Mifel,ATP250,Outdoor,Hard,1st Round,3.0,Querrey S.,Gomez L.,28.0,693.0,1500.0,34.0,1.02,15.0,1.04,15.42,1.04,18.0,1.03,13.03,1
9385,2018-08-01,2018,49,Washington,Citi Open,ATP500,Outdoor,Hard,2nd Round,3.0,Baghdatis M.,Chung H.,91.0,23.0,644.0,1685.0,2.5,1.5,2.66,1.54,2.7,1.59,2.52,1.53,0
9386,2018-08-01,2018,49,Washington,Citi Open,ATP500,Outdoor,Hard,2nd Round,3.0,Chardy J.,Copil M.,43.0,93.0,1025.0,617.0,1.5,2.5,1.59,2.52,1.59,2.62,1.55,2.47,0
9387,2018-08-01,2018,49,Washington,Citi Open,ATP500,Outdoor,Hard,2nd Round,3.0,Kubler J.,Duckworth J.,105.0,654.0,528.0,38.0,,,,,1.22,4.0,1.22,4.0,0
9388,2018-08-01,2018,49,Washington,Citi Open,ATP500,Outdoor,Hard,1st Round,3.0,Herbert P.H.,Krueger M.,78.0,217.0,725.0,260.0,1.53,2.37,1.57,2.54,1.65,2.54,1.59,2.37,1
9389,2018-08-01,2018,49,Washington,Citi Open,ATP500,Outdoor,Hard,2nd Round,3.0,Kudla D.,Khachanov K.,85.0,37.0,683.0,1175.0,3.0,1.36,3.08,1.43,3.2,1.44,2.97,1.39,1
9390,2018-08-01,2018,49,Washington,Citi Open,ATP500,Outdoor,Hard,1st Round,3.0,Sugita Y.,Millot V.,73.0,291.0,785.0,174.0,1.28,3.5,1.36,3.39,1.38,3.65,1.33,3.35,0
9391,2018-08-01,2018,49,Washington,Citi Open,ATP500,Outdoor,Hard,2nd Round,3.0,Edmund K.,Murray A.,18.0,832.0,1950.0,20.0,1.57,2.25,1.63,2.44,1.74,2.44,1.64,2.27,0
9392,2018-08-01,2018,49,Washington,Citi Open,ATP500,Outdoor,Hard,1st Round,3.0,Bolt A.,Paul T.,166.0,256.0,338.0,216.0,2.1,1.66,2.14,1.78,2.19,1.8,2.09,1.74,0
9393,2018-08-01,2018,49,Washington,Citi Open,ATP500,Outdoor,Hard,2nd Round,3.0,Shapovalov D.,Medvedev D.,26.0,63.0,1530.0,892.0,1.5,2.5,1.65,2.39,1.65,2.55,1.58,2.38,1
9394,2018-08-01,2018,49,Washington,Citi Open,ATP500,Outdoor,Hard,2nd Round,3.0,Hurkacz H.,Tiafoe F.,120.0,41.0,474.0,1040.0,2.62,1.44,2.85,1.49,2.94,1.49,2.73,1.45,0
9395,2018-08-01,2018,49,Washington,Citi Open,ATP500,Outdoor,Hard,2nd Round,3.0,Donaldson J.,Tsitsipas S.,62.0,32.0,900.0,1399.0,2.1,1.66,2.15,1.79,2.15,1.83,2.07,1.76,0
9396,2018-08-01,2018,49,Washington,Citi Open,ATP500,Outdoor,Hard,1st Round,3.0,Wawrinka S.,Young D.,198.0,234.0,290.0,242.0,1.33,3.25,1.36,3.41,1.38,3.41,1.34,3.23,0
9397,2018-08-01,2018,49,Washington,Citi Open,ATP500,Outdoor,Hard,2nd Round,3.0,Smyczek T.,Zverev M.,101.0,42.0,544.0,1030.0,2.5,1.5,2.53,1.59,2.58,1.63,2.4,1.57,0
9398,2018-08-02,2018,47,Kitzbuhel,Generali Open,ATP250,Outdoor,Clay,Quarterfinals,3.0,Marterer M.,Istomin D.,47.0,95.0,997.0,597.0,1.57,2.37,1.53,2.74,1.63,2.74,1.55,2.46,0
9399,2018-08-02,2018,47,Kitzbuhel,Generali Open,ATP250,Outdoor,Clay,Quarterfinals,3.0,Berrettini M.,Jarry N.,54.0,53.0,927.0,969.0,1.9,1.9,1.83,2.11,2.0,2.11,1.87,1.94,0
9400,2018-08-02,2018,47,Kitzbuhel,Generali Open,ATP250,Outdoor,Clay,Quarterfinals,3.0,Lajovic D.,Klizan M.,66.0,112.0,850.0,491.0,1.66,2.2,1.75,2.23,1.78,2.3,1.7,2.16,0
9401,2018-08-02,2018,47,Kitzbuhel,Generali Open,ATP250,Outdoor,Clay,Quarterfinals,3.0,Daniel T.,Munar J.,81.0,88.0,713.0,668.0,2.0,1.8,2.01,1.92,2.1,1.95,1.95,1.85,0
9402,2018-08-02,2018,48,Los Cabos,Abierto Mexicano Mifel,ATP250,Outdoor,Hard,2nd Round,3.0,Giron M.,Del Potro J.M.,446.0,4.0,82.0,5395.0,10.0,1.05,17.92,1.03,17.92,1.07,12.32,1.03,0
9403,2018-08-02,2018,48,Los Cabos,Abierto Mexicano Mifel,ATP250,Outdoor,Hard,2nd Round,3.0,Dzumhur D.,Fabbiano T.,24.0,106.0,1665.0,514.0,1.53,2.37,1.61,2.48,1.61,2.51,1.58,2.4,1
9404,2018-08-02,2018,48,Los Cabos,Abierto Mexicano Mifel,ATP250,Outdoor,Hard,2nd Round,3.0,Halys Q.,Fognini F.,150.0,15.0,377.0,2030.0,2.75,1.4,2.72,1.52,2.83,1.52,2.68,1.47,0
9405,2018-08-02,2018,48,Los Cabos,Abierto Mexicano Mifel,ATP250,Outdoor,Hard,2nd Round,3.0,Querrey S.,Gerasimov E.,28.0,301.0,1500.0,165.0,1.16,5.0,1.24,4.62,1.24,5.5,1.17,4.98,0
9406,2018-08-02,2018,48,Los Cabos,Abierto Mexicano Mifel,ATP250,Outdoor,Hard,2nd Round,3.0,Mannarino A.,Ymer E.,25.0,108.0,1580.0,510.0,1.4,2.75,1.54,2.66,1.54,2.83,1.48,2.65,1
9407,2018-08-02,2018,48,Los Cabos,Abierto Mexicano Mifel,ATP250,Outdoor,Hard,2nd Round,3.0,Mmoh M.,Polansky P.,121.0,122.0,469.0,468.0,1.66,2.1,1.63,2.44,1.68,2.45,1.63,2.28,1
9408,2018-08-02,2018,48,Los Cabos,Abierto Mexicano Mifel,ATP250,Outdoor,Hard,2nd Round,3.0,Fritz T.,Nishioka Y.,65.0,247.0,852.0,227.0,1.4,2.75,1.47,2.9,1.49,2.95,1.44,2.78,0
9409,2018-08-02,2018,48,Los Cabos,Abierto Mexicano Mifel,ATP250,Outdoor,Hard,2nd Round,3.0,Lopez F.,Norrie C.,69.0,74.0,815.0,763.0,2.1,1.66,2.03,1.88,2.25,1.88,2.07,1.77,0
9410,2018-08-02,2018,49,Washington,Citi Open,ATP500,Outdoor,Hard,2nd Round,3.0,De Minaur A.,Johnson S.,72.0,34.0,803.0,1235.0,2.37,1.53,2.54,1.58,2.6,1.61,2.45,1.56,1
9411,2018-08-02,2018,49,Washington,Citi Open,ATP500,Outdoor,Hard,2nd Round,3.0,Goffin D.,Herbert P.H.,11.0,78.0,3120.0,725.0,1.36,3.0,1.45,2.97,1.45,3.0,1.41,2.87,1
9412,2018-08-02,2018,49,Washington,Citi Open,ATP500,Outdoor,Hard,2nd Round,3.0,Nishikori K.,Young D.,20.0,234.0,1800.0,242.0,1.16,5.0,1.17,5.89,1.23,6.0,1.18,4.97,1
9413,2018-08-02,2018,49,Washington,Citi Open,ATP500,Outdoor,Hard,2nd Round,3.0,Isner J.,Rubin N.,9.0,152.0,3490.0,373.0,1.18,4.5,1.2,5.31,1.2,5.31,1.18,4.78,0
9414,2018-08-02,2018,49,Washington,Citi Open,ATP500,Outdoor,Hard,2nd Round,3.0,Paul T.,Rublev A.,256.0,46.0,216.0,1000.0,2.5,1.5,2.75,1.51,2.75,1.56,2.57,1.51,0
9415,2018-08-02,2018,49,Washington,Citi Open,ATP500,Outdoor,Hard,2nd Round,3.0,Jaziri M.,Zverev A.,64.0,3.0,884.0,5665.0,6.5,1.11,6.57,1.15,7.0,1.15,6.2,1.12,0
9416,2018-08-03,2018,47,Kitzbuhel,Generali Open,ATP250,Outdoor,Clay,Semifinals,3.0,Istomin D.,Jarry N.,95.0,53.0,597.0,969.0,2.5,1.53,2.58,1.58,2.6,1.63,2.45,1.55,1
9417,2018-08-03,2018,47,Kitzbuhel,Generali Open,ATP250,Outdoor,Clay,Semifinals,3.0,Munar J.,Klizan M.,88.0,112.0,668.0,491.0,2.2,1.66,2.36,1.68,2.52,1.74,2.3,1.62,0
9418,2018-08-03,2018,48,Los Cabos,Abierto Mexicano Mifel,ATP250,Outdoor,Hard,Quarterfinals,3.0,Gerasimov E.,Del Potro J.M.,301.0,4.0,165.0,5395.0,8.0,1.08,8.55,1.11,9.25,1.11,7.71,1.08,0
9419,2018-08-03,2018,48,Los Cabos,Abierto Mexicano Mifel,ATP250,Outdoor,Hard,Quarterfinals,3.0,Mmoh M.,Dzumhur D.,121.0,24.0,469.0,1665.0,2.2,1.66,2.48,1.62,2.5,1.67,2.31,1.62,0
9420,2018-08-03,2018,48,Los Cabos,Abierto Mexicano Mifel,ATP250,Outdoor,Hard,Quarterfinals,3.0,Fognini F.,Nishioka Y.,15.0,247.0,2030.0,227.0,1.57,2.37,1.63,2.48,1.67,2.51,1.6,2.34,1
9421,2018-08-03,2018,48,Los Cabos,Abierto Mexicano Mifel,ATP250,Outdoor,Hard,Quarterfinals,3.0,Norrie C.,Mannarino A.,74.0,25.0,763.0,1580.0,1.72,2.1,1.9,2.03,1.9,2.13,1.8,2.03,1
9422,2018-08-03,2018,49,Washington,Citi Open,ATP500,Outdoor,Hard,3rd Round,3.0,Chung H.,De Minaur A.,23.0,72.0,1685.0,803.0,1.36,3.0,1.5,2.8,1.5,3.0,1.44,2.82,0
9423,2018-08-03,2018,49,Washington,Citi Open,ATP500,Outdoor,Hard,3rd Round,3.0,Goffin D.,Tiafoe F.,11.0,41.0,3120.0,1040.0,1.72,2.0,1.81,2.12,1.92,2.12,1.82,1.99,1
9424,2018-08-03,2018,49,Washington,Citi Open,ATP500,Outdoor,Hard,3rd Round,3.0,Pouille L.,Kudla D.,19.0,85.0,1835.0,683.0,1.8,1.9,1.86,2.05,1.91,2.17,1.83,1.98,0
9425,2018-08-03,2018,49,Washington,Citi Open,ATP500,Outdoor,Hard,3rd Round,3.0,Copil M.,Murray A.,93.0,832.0,617.0,20.0,4.0,1.22,4.46,1.25,4.46,1.27,3.99,1.25,0
9426,2018-08-03,2018,49,Washington,Citi Open,ATP500,Outdoor,Hard,3rd Round,3.0,Nishikori K.,Shapovalov D.,20.0,26.0,1800.0,1530.0,1.57,2.25,1.65,2.39,1.65,2.44,1.61,2.31,1
9427,2018-08-03,2018,49,Washington,Citi Open,ATP500,Outdoor,Hard,3rd Round,3.0,Rublev A.,Rubin N.,46.0,152.0,1000.0,373.0,1.5,2.5,1.65,2.39,1.65,2.6,1.56,2.45,1
9428,2018-08-03,2018,49,Washington,Citi Open,ATP500,Outdoor,Hard,3rd Round,3.0,Duckworth J.,Tsitsipas S.,654.0,32.0,38.0,1399.0,3.25,1.33,3.08,1.43,3.25,1.43,3.02,1.39,0
9429,2018-08-03,2018,49,Washington,Citi Open,ATP500,Outdoor,Hard,Quarterfinals,3.0,Goffin D.,Tsitsipas S.,11.0,32.0,3120.0,1399.0,1.53,2.5,1.58,2.57,1.6,2.63,1.54,2.48,0
9430,2018-08-03,2018,49,Washington,Citi Open,ATP500,Outdoor,Hard,3rd Round,3.0,Zverev A.,Zverev M.,3.0,42.0,5665.0,1030.0,1.2,4.33,1.24,4.55,1.25,4.7,1.23,4.23,1
9431,2018-08-04,2018,47,Kitzbuhel,Generali Open,ATP250,Outdoor,Clay,The Final,3.0,Klizan M.,Istomin D.,112.0,95.0,491.0,597.0,1.53,2.5,1.59,2.55,1.66,2.6,1.56,2.46,1
9432,2018-08-04,2018,48,Los Cabos,Abierto Mexicano Mifel,ATP250,Outdoor,Hard,Semifinals,3.0,Dzumhur D.,Del Potro J.M.,24.0,4.0,1665.0,5395.0,5.0,1.16,6.52,1.15,6.52,1.2,5.5,1.15,0
9433,2018-08-04,2018,48,Los Cabos,Abierto Mexicano Mifel,ATP250,Outdoor,Hard,Semifinals,3.0,Fognini F.,Norrie C.,15.0,74.0,2030.0,763.0,1.8,2.0,1.81,2.14,1.83,2.15,1.78,2.05,1
9434,2018-08-04,2018,49,Washington,Citi Open,ATP500,Outdoor,Hard,Quarterfinals,3.0,Kudla D.,Rublev A.,85.0,46.0,683.0,1000.0,2.37,1.57,2.48,1.63,2.5,1.68,2.37,1.6,0
9435,2018-08-04,2018,49,Washington,Citi Open,ATP500,Outdoor,Hard,Quarterfinals,3.0,Nishikori K.,Zverev A.,20.0,3.0,1800.0,5665.0,2.2,1.66,2.46,1.63,2.46,1.71,2.26,1.64,0
9436,2018-08-04,2018,49,Washington,Citi Open,ATP500,Outdoor,Hard,Semifinals,3.0,Zverev A.,Tsitsipas S.,3.0,32.0,5665.0,1399.0,1.3,3.5,1.34,3.62,1.37,3.77,1.32,3.42,1
9437,2018-08-05,2018,48,Los Cabos,Abierto Mexicano Mifel,ATP250,Outdoor,Hard,The Final,3.0,Del Potro J.M.,Fognini F.,4.0,15.0,5395.0,2030.0,1.28,3.75,1.26,4.46,1.29,4.65,1.25,4.05,0
9438,2018-08-05,2018,49,Washington,Citi Open,ATP500,Outdoor,Hard,Semifinals,3.0,Rublev A.,De Minaur A.,46.0,72.0,1000.0,803.0,1.66,2.2,1.84,2.1,1.84,2.37,1.71,2.16,0
9439,2018-08-05,2018,49,Washington,Citi Open,ATP500,Outdoor,Hard,The Final,3.0,Zverev A.,De Minaur A.,3.0,72.0,5665.0,803.0,1.14,5.5,1.17,6.0,1.2,6.55,1.14,5.71,1
9440,2018-08-06,2018,50,Toronto,Rogers Masters,Masters 1000,Outdoor,Hard,1st Round,3.0,Sousa J.,Fucsovics M.,63.0,51.0,866.0,982.0,2.2,1.61,2.32,1.68,2.32,1.75,2.19,1.68,0
9441,2018-08-06,2018,50,Toronto,Rogers Masters,Masters 1000,Outdoor,Hard,1st Round,3.0,Ramos-Vinolas A.,Herbert P.H.,40.0,80.0,1065.0,729.0,2.5,1.5,2.85,1.49,2.9,1.55,2.7,1.47,0
9442,2018-08-06,2018,50,Toronto,Rogers Masters,Masters 1000,Outdoor,Hard,1st Round,3.0,Sugita Y.,Ivashka I.,74.0,125.0,785.0,459.0,2.2,1.61,2.27,1.71,2.3,1.72,2.21,1.67,0
9443,2018-08-06,2018,50,Toronto,Rogers Masters,Masters 1000,Outdoor,Hard,1st Round,3.0,Klahn B.,Ferrer D.,116.0,69.0,484.0,820.0,1.72,2.0,1.75,2.2,2.37,2.21,1.79,2.05,1
9444,2018-08-06,2018,50,Toronto,Rogers Masters,Masters 1000,Outdoor,Hard,1st Round,3.0,Sock J.,Medvedev D.,19.0,68.0,1850.0,822.0,2.37,1.53,2.51,1.6,2.68,1.63,2.48,1.54,0
9445,2018-08-06,2018,50,Toronto,Rogers Masters,Masters 1000,Outdoor,Hard,1st Round,3.0,Paire B.,Donaldson J.,55.0,62.0,920.0,875.0,2.0,1.72,2.04,1.87,2.1,1.87,2.01,1.8,1
9446,2018-08-06,2018,50,Toronto,Rogers Masters,Masters 1000,Outdoor,Hard,1st Round,3.0,Ebden M.,Polansky P.,52.0,121.0,975.0,468.0,1.57,2.25,1.56,2.59,1.62,2.59,1.57,2.4,0
9447,2018-08-06,2018,50,Toronto,Rogers Masters,Masters 1000,Outdoor,Hard,1st Round,3.0,Gojowczyk P.,Verdasco F.,48.0,31.0,1021.0,1305.0,2.5,1.5,2.44,1.63,2.55,1.63,2.43,1.57,0
9448,2018-08-07,2018,50,Toronto,Rogers Masters,Masters 1000,Outdoor,Hard,1st Round,3.0,Auger-Aliassime F.,Pouille L.,133.0,18.0,441.0,1870.0,2.62,1.44,2.71,1.53,2.88,1.55,2.61,1.5,1
9449,2018-08-07,2018,50,Toronto,Rogers Masters,Masters 1000,Outdoor,Hard,1st Round,3.0,Coric B.,Pospisil V.,20.0,94.0,1745.0,619.0,1.28,3.5,1.37,3.37,1.38,3.5,1.35,3.22,1
9450,2018-08-07,2018,50,Toronto,Rogers Masters,Masters 1000,Outdoor,Hard,2nd Round,3.0,Verdasco F.,Dimitrov G.,31.0,5.0,1305.0,4610.0,2.1,1.66,2.37,1.66,2.37,1.75,2.18,1.68,0
9451,2018-08-07,2018,50,Toronto,Rogers Masters,Masters 1000,Outdoor,Hard,1st Round,3.0,Djokovic N.,Basic M.,10.0,84.0,3355.0,695.0,1.04,11.0,1.03,17.65,1.06,17.65,1.04,10.92,1
9452,2018-08-07,2018,50,Toronto,Rogers Masters,Masters 1000,Outdoor,Hard,1st Round,3.0,Rublev A.,Donskoy E.,37.0,87.0,1180.0,688.0,1.36,3.0,1.4,3.25,1.43,3.3,1.37,3.1,0
9453,2018-08-07,2018,50,Toronto,Rogers Masters,Masters 1000,Outdoor,Hard,1st Round,3.0,Johnson S.,Fognini F.,33.0,14.0,1235.0,2190.0,2.0,1.72,2.17,1.78,2.28,1.78,2.11,1.73,0
9454,2018-08-07,2018,50,Toronto,Rogers Masters,Masters 1000,Outdoor,Hard,1st Round,3.0,Nishikori K.,Haase R.,22.0,39.0,1710.0,1110.0,1.18,4.5,1.22,4.89,1.24,5.0,1.2,4.6,0
9455,2018-08-07,2018,50,Toronto,Rogers Masters,Masters 1000,Outdoor,Hard,1st Round,3.0,Harrison R.,Mcdonald M.,57.0,83.0,920.0,717.0,1.5,2.5,1.52,2.72,1.6,2.85,1.51,2.59,1
9456,2018-08-07,2018,50,Toronto,Rogers Masters,Masters 1000,Outdoor,Hard,1st Round,3.0,Khachanov K.,Krajinovic F.,38.0,30.0,1175.0,1317.0,1.33,3.25,1.4,3.24,1.41,3.46,1.35,3.21,1
9457,2018-08-07,2018,50,Toronto,Rogers Masters,Masters 1000,Outdoor,Hard,1st Round,3.0,Querrey S.,Mannarino A.,32.0,25.0,1270.0,1580.0,1.57,2.25,1.69,2.31,1.71,2.45,1.65,2.24,1
9458,2018-08-07,2018,50,Toronto,Rogers Masters,Masters 1000,Outdoor,Hard,1st Round,3.0,Goffin D.,Raonic M.,11.0,29.0,3120.0,1360.0,2.75,1.4,2.84,1.49,2.85,1.56,2.69,1.47,0
9459,2018-08-07,2018,50,Toronto,Rogers Masters,Masters 1000,Outdoor,Hard,1st Round,3.0,Edmund K.,Schwartzman D.,16.0,12.0,1950.0,2470.0,1.33,3.25,1.4,3.22,1.43,3.37,1.37,3.12,0
9460,2018-08-07,2018,50,Toronto,Rogers Masters,Masters 1000,Outdoor,Hard,1st Round,3.0,Cecchinato M.,Tiafoe F.,21.0,41.0,1720.0,1065.0,3.0,1.36,3.24,1.4,3.24,1.49,2.96,1.4,0
9461,2018-08-07,2018,50,Toronto,Rogers Masters,Masters 1000,Outdoor,Hard,1st Round,3.0,Tsitsipas S.,Dzumhur D.,27.0,24.0,1534.0,1665.0,1.53,2.37,1.51,2.76,1.57,2.76,1.52,2.53,1
9462,2018-08-07,2018,50,Toronto,Rogers Masters,Masters 1000,Outdoor,Hard,1st Round,3.0,Wawrinka S.,Kyrgios N.,195.0,17.0,290.0,1935.0,2.5,1.5,2.94,1.46,2.94,1.53,2.69,1.47,1
9463,2018-08-08,2018,50,Toronto,Rogers Masters,Masters 1000,Outdoor,Hard,2nd Round,3.0,Anderson K.,Donskoy E.,6.0,87.0,4355.0,688.0,1.25,3.75,1.25,4.46,1.26,4.6,1.23,4.25,1
9464,2018-08-08,2018,50,Toronto,Rogers Masters,Masters 1000,Outdoor,Hard,2nd Round,3.0,Coric B.,Cilic M.,20.0,7.0,1745.0,3905.0,2.37,1.53,2.37,1.66,2.45,1.67,2.34,1.62,0
9465,2018-08-08,2018,50,Toronto,Rogers Masters,Masters 1000,Outdoor,Hard,2nd Round,3.0,Djokovic N.,Polansky P.,10.0,121.0,3355.0,468.0,1.06,10.0,1.05,13.89,1.06,13.89,1.05,10.84,1
9466,2018-08-08,2018,50,Toronto,Rogers Masters,Masters 1000,Outdoor,Hard,2nd Round,3.0,Haase R.,Youzhny M.,39.0,104.0,1110.0,540.0,1.25,3.75,,,1.44,11.63,1.32,4.21,1
9467,2018-08-08,2018,50,Toronto,Rogers Masters,Masters 1000,Outdoor,Hard,2nd Round,3.0,Herbert P.H.,Isner J.,80.0,9.0,729.0,3490.0,3.5,1.28,4.09,1.28,4.2,1.33,3.83,1.27,0
9468,2018-08-08,2018,50,Toronto,Rogers Masters,Masters 1000,Outdoor,Hard,2nd Round,3.0,Harrison R.,Ivashka I.,57.0,125.0,920.0,459.0,1.4,2.75,1.5,2.8,1.5,3.01,1.45,2.77,0
9469,2018-08-08,2018,50,Toronto,Rogers Masters,Masters 1000,Outdoor,Hard,2nd Round,3.0,Khachanov K.,Carreno Busta P.,38.0,13.0,1175.0,2290.0,1.66,2.1,1.65,2.38,1.75,2.45,1.66,2.24,1
9470,2018-08-08,2018,50,Toronto,Rogers Masters,Masters 1000,Outdoor,Hard,1st Round,3.0,Chardy J.,Shapovalov D.,46.0,26.0,1025.0,1575.0,3.0,1.36,3.4,1.37,3.45,1.42,3.19,1.36,0
9471,2018-08-08,2018,50,Toronto,Rogers Masters,Masters 1000,Outdoor,Hard,2nd Round,3.0,Shapovalov D.,Fognini F.,26.0,14.0,1575.0,2190.0,1.53,2.37,1.67,2.35,1.67,2.42,1.62,2.3,1
9472,2018-08-08,2018,50,Toronto,Rogers Masters,Masters 1000,Outdoor,Hard,2nd Round,3.0,Tiafoe F.,Raonic M.,41.0,29.0,1065.0,1360.0,3.75,1.25,4.18,1.27,4.2,1.29,3.95,1.25,1
9473,2018-08-08,2018,50,Toronto,Rogers Masters,Masters 1000,Outdoor,Hard,2nd Round,3.0,Tsitsipas S.,Thiem D.,27.0,8.0,1534.0,3665.0,1.8,1.9,1.93,1.97,1.98,2.0,1.9,1.92,1
9474,2018-08-09,2018,50,Toronto,Rogers Masters,Masters 1000,Outdoor,Hard,3rd Round,3.0,Anderson K.,Ivashka I.,6.0,125.0,4355.0,459.0,1.25,3.75,1.27,4.34,1.31,4.4,1.26,3.89,1
9475,2018-08-09,2018,50,Toronto,Rogers Masters,Masters 1000,Outdoor,Hard,3rd Round,3.0,Schwartzman D.,Cilic M.,12.0,7.0,2470.0,3905.0,2.62,1.44,3.11,1.43,3.11,1.45,2.86,1.43,0
