MatchID,Date,SourceYear,ATP,Location,Tournament,Series,Court,Surface,Round,Best of,Player1,Player2,Player1Rank,Player2Rank,Player1Points,Player2Points,Player1B365Odds,Player2B365Odds,Player1PSOdds,Player2PSOdds,Player1MaxOdds,Player2MaxOdds,Player1AvgOdds,Player2AvgOdds,Player1Won
1457,2015-06-29,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Cilic M.,Moriya H.,9.0,174.0,3540.0,294.0,1.02,17.0,1.03,20.0,1.04,20.0,1.02,14.85,1
1458,2015-06-29,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Smith J.P.,De Schepper K.,160.0,163.0,323.0,320.0,2.37,1.53,2.49,1.61,2.52,1.61,2.41,1.55,0
1459,2015-06-29,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Dimitrov G.,Delbonis F.,11.0,73.0,2600.0,691.0,1.03,15.0,1.03,17.5,1.04,19.0,1.03,14.59,1
1460,2015-06-29,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Kohlschreiber P.,Djokovic N.,33.0,1.0,1195.0,13845.0,15.0,1.03,13.0,1.05,16.5,1.05,12.4,1.03,0
1461,2015-06-29,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Rola B.,Ebden M.,93.0,148.0,549.0,367.0,5.0,1.16,5.0,1.21,5.53,1.21,4.8,1.18,0
1462,2015-06-29,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Estrella Burgos V.,Becker B.,48.0,51.0,941.0,905.0,1.83,1.83,2.02,1.88,2.06,1.93,1.91,1.85,1
1463,2015-06-29,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Gasquet R.,Saville L.,20.0,183.0,1610.0,280.0,1.05,11.0,1.08,10.15,1.08,11.0,1.06,9.01,1
1464,2015-06-29,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Souza J.,Giraldo S.,81.0,60.0,650.0,790.0,10.0,1.06,9.65,1.08,11.0,1.09,8.59,1.06,0
1465,2015-06-29,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Zeballos H.,Goffin D.,128.0,15.0,431.0,2010.0,6.5,1.11,7.22,1.13,7.5,1.14,6.22,1.11,0
1466,2015-06-29,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Granollers M.,Tipsarevic J.,72.0,486.0,715.0,76.0,1.57,2.25,1.6,2.5,1.65,2.51,1.57,2.37,1
1467,2015-06-29,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Haas T.,Lajovic D.,861.0,86.0,20.0,615.0,1.53,2.37,1.63,2.44,1.63,2.5,1.57,2.37,1
1468,2015-06-29,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Chung H.,Herbert P.H.,79.0,151.0,671.0,353.0,2.37,1.53,2.5,1.6,2.7,1.6,2.45,1.53,0
1469,2015-06-29,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Ilhan M.,Janowicz J.,82.0,47.0,647.0,975.0,7.0,1.1,8.45,1.1,8.45,1.12,7.1,1.09,1
1470,2015-06-29,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Soeda G.,Isner J.,91.0,17.0,575.0,1890.0,10.0,1.06,9.16,1.09,10.4,1.09,8.44,1.07,0
1471,2015-06-29,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Johnson S.,Lacko L.,52.0,94.0,895.0,548.0,1.36,3.0,1.33,3.64,1.41,3.64,1.34,3.21,1
1472,2015-06-29,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Kudla D.,Cuevas P.,105.0,23.0,496.0,1502.0,1.57,2.25,1.68,2.34,1.69,2.38,1.62,2.26,1
1473,2015-06-29,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Kyrgios N.,Schwartzman D.,29.0,64.0,1245.0,760.0,1.04,13.0,1.06,12.5,1.06,13.0,1.04,10.78,1
1474,2015-06-29,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Kokkinakis T.,Mayer L.,71.0,21.0,723.0,1605.0,2.37,1.53,2.42,1.64,2.55,1.64,2.39,1.56,0
1475,2015-06-29,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Robredo T.,Millman J.,19.0,120.0,1710.0,463.0,1.25,3.75,1.32,3.74,1.32,3.8,1.28,3.54,0
1476,2015-06-29,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Monaco J.,Mayer F.,35.0,294.0,1170.0,163.0,3.4,1.3,3.4,1.37,3.4,1.41,3.15,1.35,1
1477,2015-06-29,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Hewitt L.,Nieminen J.,118.0,92.0,465.0,564.0,1.53,2.37,1.61,2.47,1.61,2.55,1.55,2.4,0
1478,2015-06-29,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Nishikori K.,Bolelli S.,5.0,55.0,5660.0,871.0,1.22,4.0,1.25,4.46,1.27,4.46,1.23,3.99,1
1479,2015-06-29,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Raonic M.,Gimeno-Traver D.,8.0,63.0,4440.0,763.0,1.02,17.0,1.03,17.5,1.04,20.25,1.02,14.66,1
1480,2015-06-29,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Thiem D.,Sela D.,30.0,85.0,1235.0,617.0,1.53,2.37,1.63,2.44,1.63,2.6,1.54,2.45,1
1481,2015-06-29,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Tomic B.,Struff J.L.,26.0,112.0,1355.0,478.0,1.16,5.0,1.16,6.17,1.18,6.71,1.15,5.21,1
1482,2015-06-29,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Klizan M.,Verdasco F.,39.0,43.0,1100.0,1045.0,3.5,1.28,3.74,1.32,3.75,1.33,3.52,1.29,0
1483,2015-06-29,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Wawrinka S.,Sousa J.,4.0,46.0,5790.0,986.0,1.07,9.0,1.09,9.45,1.09,9.45,1.07,7.9,1
1484,2015-06-29,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Gabashvili T.,Zverev A.,53.0,74.0,882.0,689.0,2.75,1.4,2.62,1.56,2.81,1.56,2.68,1.46,0
1485,2015-06-30,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Andujar P.,Garcia-Lopez G.,37.0,32.0,1125.0,1210.0,6.0,1.12,6.55,1.15,6.55,1.15,5.77,1.13,1
1486,2015-06-30,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Bagnis F.,Basilashvili N.,137.0,153.0,397.0,351.0,7.0,1.1,7.05,1.13,7.05,1.18,6.24,1.11,0
1487,2015-06-30,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Bautista R.,Bemelmans R.,22.0,95.0,1545.0,541.0,1.2,4.33,1.25,4.41,1.25,5.25,1.19,4.58,1
1488,2015-06-30,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Stepanek R.,Bedene A.,203.0,75.0,242.0,688.0,1.5,2.5,1.56,2.59,1.58,2.6,1.53,2.48,0
1489,2015-06-30,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Berdych T.,Chardy J.,6.0,38.0,5050.0,1120.0,1.1,7.0,1.08,9.65,1.13,9.65,1.1,6.72,1
1490,2015-06-30,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Brown D.,Lu Y.H.,102.0,61.0,509.0,789.0,2.25,1.57,2.47,1.61,2.47,1.65,2.32,1.59,1
1491,2015-06-30,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Stakhovsky S.,Coric B.,49.0,40.0,929.0,1080.0,1.25,3.75,1.3,3.92,1.3,4.25,1.26,3.78,0
1492,2015-06-30,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Edmund K.,Dolgopolov O.,101.0,70.0,509.0,740.0,6.5,1.11,7.07,1.13,7.07,1.14,6.2,1.11,0
1493,2015-06-30,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Jaziri M.,Duckworth J.,84.0,87.0,622.0,594.0,1.72,2.0,1.95,1.95,1.95,2.15,1.77,2.02,0
1494,2015-06-30,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Federer R.,Dzumhur D.,2.0,88.0,9665.0,593.0,1.005,34.0,1.01,41.0,1.01,41.0,1.01,24.6,1
1495,2015-06-30,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Smyczek T.,Fognini F.,77.0,28.0,682.0,1250.0,2.62,1.44,2.57,1.57,2.7,1.57,2.5,1.51,0
1496,2015-06-30,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Sock J.,Groth S.,31.0,69.0,1215.0,743.0,1.4,2.75,1.46,2.95,1.5,3.0,1.43,2.73,0
1497,2015-06-30,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Falla A.,Haase R.,130.0,78.0,423.0,681.0,1.83,1.83,2.09,1.83,2.09,2.05,1.94,1.84,0
1498,2015-06-30,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Karlovic I.,Ymer E.,25.0,133.0,1385.0,417.0,1.16,5.0,1.17,6.02,1.2,6.02,1.15,5.22,1
1499,2015-06-30,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Sugita Y.,Kavcic B.,149.0,107.0,362.0,488.0,1.18,4.5,1.26,4.3,1.26,4.6,1.21,4.26,0
1500,2015-06-30,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Darcis S.,Lopez F.,80.0,16.0,664.0,1935.0,6.5,1.11,5.77,1.17,6.5,1.2,5.72,1.13,0
1501,2015-06-30,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Krajinovic F.,Mahut N.,122.0,66.0,457.0,756.0,7.0,1.1,7.65,1.12,7.65,1.14,6.4,1.11,0
1502,2015-06-30,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Mannarino A.,Berrer M.,34.0,139.0,1188.0,386.0,1.36,3.0,1.33,3.64,1.4,3.64,1.36,3.09,1
1503,2015-06-30,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Monfils G.,Carreno-Busta P.,18.0,67.0,1885.0,755.0,1.07,9.0,1.09,9.16,1.1,10.0,1.07,8.23,1
1504,2015-06-30,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Kukushkin M.,Murray A.,59.0,3.0,827.0,7450.0,26.0,1.01,41.0,1.01,46.0,1.02,22.28,1.01,0
1505,2015-06-30,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Bellucci T.,Nadal R.,42.0,10.0,1065.0,3135.0,11.0,1.05,12.5,1.06,42136.0,1.07,9.8,1.05,0
1506,2015-06-30,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Youzhny M.,Paire B.,76.0,68.0,685.0,745.0,1.4,2.75,1.52,2.73,1.53,2.75,1.47,2.63,0
1507,2015-06-30,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Pospisil V.,Millot V.,56.0,213.0,870.0,234.0,1.28,3.5,1.31,3.83,1.36,3.83,1.29,3.5,1
1508,2015-06-30,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Querrey S.,Sijsling I.,36.0,170.0,1140.0,310.0,1.16,5.0,1.18,5.63,1.23,5.63,1.18,4.75,1
1509,2015-06-30,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Gulbis E.,Rosol L.,83.0,41.0,645.0,1067.0,1.57,2.25,1.63,2.44,1.64,2.47,1.6,2.3,0
1510,2015-06-30,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Seppi A.,Klein B.,27.0,177.0,1280.0,292.0,1.11,6.5,1.11,8.05,1.13,8.05,1.11,6.41,1
1511,2015-06-30,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Simon G.,Almagro N.,13.0,145.0,2435.0,370.0,1.2,4.33,1.25,4.46,1.25,4.84,1.21,4.35,1
1512,2015-06-30,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Nedovyesov A.,Troicki V.,123.0,24.0,457.0,1494.0,8.0,1.08,9.16,1.09,9.16,1.11,7.37,1.09,0
1513,2015-06-30,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Muller G.,Tsonga J.W.,44.0,12.0,1023.0,2565.0,2.75,1.4,2.75,1.51,3.0,1.51,2.73,1.44,0
1514,2015-06-30,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Lorenzi P.,Vesely J.,89.0,45.0,588.0,990.0,10.0,1.06,11.25,1.07,11.25,1.08,8.78,1.06,0
1515,2015-06-30,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5.0,Ward J.,Vanni L.,111.0,113.0,483.0,478.0,1.53,2.37,1.6,2.5,1.6,2.61,1.53,2.45,1
1516,2015-07-01,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,2nd Round,5.0,Anderson K.,Ilhan M.,14.0,82.0,2090.0,647.0,1.06,10.0,1.07,10.75,1.08,11.0,1.06,9.32,1
1517,2015-07-01,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,2nd Round,5.0,Millman J.,Baghdatis M.,120.0,54.0,463.0,880.0,3.4,1.3,3.74,1.32,3.75,1.33,3.47,1.3,0
1518,2015-07-01,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,2nd Round,5.0,Cilic M.,Berankis R.,9.0,90.0,3540.0,577.0,1.07,9.0,1.08,9.65,1.08,10.35,1.07,8.52,1
1519,2015-07-01,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,2nd Round,5.0,Dimitrov G.,Johnson S.,11.0,52.0,2600.0,895.0,1.16,5.0,1.16,6.16,1.17,6.5,1.14,5.39,1
1520,2015-07-01,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,2nd Round,5.0,Djokovic N.,Nieminen J.,1.0,92.0,13845.0,564.0,1.005,34.0,1.01,41.0,1.01,61.0,1.01,25.87,1
1521,2015-07-01,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,2nd Round,5.0,De Schepper K.,Gasquet R.,163.0,20.0,320.0,1610.0,10.0,1.06,9.16,1.09,10.0,1.09,8.67,1.06,0
1522,2015-07-01,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,2nd Round,5.0,Broady L.,Goffin D.,182.0,15.0,282.0,2010.0,10.0,1.06,13.0,1.05,13.0,1.06,10.33,1.04,0
1523,2015-07-01,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,2nd Round,5.0,Ebden M.,Isner J.,148.0,17.0,367.0,1890.0,5.5,1.14,5.33,1.19,5.7,1.22,4.94,1.17,0
1524,2015-07-01,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,2nd Round,5.0,Zverev A.,Kudla D.,74.0,105.0,689.0,496.0,2.1,1.66,2.32,1.68,2.32,1.74,2.19,1.66,0
1525,2015-07-01,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,2nd Round,5.0,Kyrgios N.,Monaco J.,29.0,35.0,1245.0,1170.0,1.12,6.0,1.18,5.55,1.18,6.15,1.14,5.43,1
1526,2015-07-01,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,2nd Round,5.0,Mayer L.,Granollers M.,21.0,72.0,1605.0,715.0,1.36,3.0,1.42,3.14,1.42,3.3,1.37,3.01,1
1527,2015-07-01,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,2nd Round,5.0,Raonic M.,Haas T.,8.0,861.0,4440.0,20.0,1.16,5.0,1.17,6.02,1.17,6.02,1.15,5.37,1
1528,2015-07-01,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,2nd Round,5.0,Tomic B.,Herbert P.H.,26.0,151.0,1355.0,353.0,1.14,5.5,1.2,5.24,1.2,5.5,1.16,5.1,1
1529,2015-07-01,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,2nd Round,5.0,Verdasco F.,Thiem D.,43.0,30.0,1045.0,1235.0,1.53,2.37,1.63,2.44,1.65,2.6,1.56,2.4,1
1530,2015-07-01,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,2nd Round,5.0,Wawrinka S.,Estrella Burgos V.,4.0,48.0,5790.0,941.0,1.02,17.0,1.02,22.73,1.04,22.73,1.02,15.03,1
1531,2015-07-02,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,2nd Round,5.0,Andujar P.,Rosol L.,37.0,41.0,1125.0,1067.0,3.25,1.33,3.28,1.39,3.43,1.39,3.22,1.33,1
1532,2015-07-02,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,2nd Round,5.0,Lopez F.,Basilashvili N.,16.0,153.0,1935.0,351.0,1.12,6.0,1.14,6.7,1.15,6.75,1.12,5.9,0
1533,2015-07-02,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,2nd Round,5.0,Paire B.,Bautista R.,68.0,22.0,745.0,1545.0,4.0,1.22,4.65,1.24,4.7,1.26,4.11,1.22,0
1534,2015-07-02,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,2nd Round,5.0,Berdych T.,Mahut N.,6.0,66.0,5050.0,756.0,1.16,5.0,1.17,6.02,1.2,6.02,1.16,5.09,1
1535,2015-07-02,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,2nd Round,5.0,Brown D.,Nadal R.,102.0,10.0,509.0,3135.0,7.0,1.11,8.04,1.11,8.04,1.12,6.69,1.1,1
1536,2015-07-02,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,2nd Round,5.0,Querrey S.,Federer R.,36.0,2.0,1140.0,9665.0,13.0,1.04,13.62,1.05,15.99,1.05,11.7,1.03,0
1537,2015-07-02,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,2nd Round,5.0,Duckworth J.,Groth S.,87.0,69.0,594.0,743.0,4.0,1.22,4.3,1.26,4.5,1.27,3.99,1.24,0
1538,2015-07-02,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,2nd Round,5.0,Dolgopolov O.,Karlovic I.,70.0,25.0,740.0,1385.0,1.72,2.0,1.83,2.09,1.83,2.1,1.77,2.03,0
1539,2015-07-02,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,2nd Round,5.0,Monfils G.,Mannarino A.,18.0,34.0,1885.0,1188.0,1.33,3.25,1.4,3.22,1.4,3.43,1.34,3.18,1
1540,2015-07-02,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,2nd Round,5.0,Haase R.,Murray A.,78.0,3.0,681.0,7450.0,23.0,1.01,23.91,1.02,31.0,1.03,18.26,1.01,0
1541,2015-07-02,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,2nd Round,5.0,Pospisil V.,Fognini F.,56.0,28.0,870.0,1250.0,2.25,1.57,2.32,1.68,2.38,1.71,2.24,1.63,1
1542,2015-07-02,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,2nd Round,5.0,Seppi A.,Coric B.,27.0,40.0,1280.0,1080.0,1.22,4.0,1.23,4.72,1.25,4.75,1.21,4.22,1
1543,2015-07-02,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,2nd Round,5.0,Simon G.,Kavcic B.,13.0,107.0,2435.0,488.0,1.04,13.0,1.04,16.0,1.05,16.22,1.03,12.14,1
1544,2015-07-02,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,2nd Round,5.0,Troicki V.,Bedene A.,24.0,75.0,1494.0,688.0,1.16,5.0,1.21,5.0,1.21,5.25,1.18,4.7,1
1545,2015-07-02,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,2nd Round,5.0,Tsonga J.W.,Ramos-Vinolas A.,12.0,65.0,2565.0,758.0,1.03,15.0,1.03,17.5,1.04,23.0,1.02,14.03,1
1546,2015-07-02,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,2nd Round,5.0,Ward J.,Vesely J.,111.0,45.0,483.0,990.0,2.75,1.4,3.15,1.41,3.2,1.45,2.97,1.38,1
1547,2015-07-03,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,3rd Round,5.0,Mayer L.,Anderson K.,21.0,14.0,1605.0,2090.0,2.75,1.44,2.85,1.5,2.9,1.51,2.75,1.43,0
1548,2015-07-03,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,3rd Round,5.0,Djokovic N.,Tomic B.,1.0,26.0,13845.0,1355.0,1.02,17.0,1.03,21.0,1.03,26.75,1.02,16.21,1
1549,2015-07-03,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,3rd Round,5.0,Gasquet R.,Dimitrov G.,20.0,11.0,1610.0,2600.0,2.2,1.66,2.15,1.8,2.23,1.8,2.13,1.71,1
1550,2015-07-03,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,3rd Round,5.0,Goffin D.,Baghdatis M.,15.0,54.0,2010.0,880.0,1.53,2.5,1.57,2.6,1.61,2.7,1.52,2.5,1
1551,2015-07-03,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,3rd Round,5.0,Kudla D.,Giraldo S.,105.0,60.0,496.0,790.0,1.61,2.3,1.76,2.21,1.76,2.5,1.6,2.32,1
1552,2015-07-03,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,3rd Round,5.0,Kyrgios N.,Raonic M.,29.0,8.0,1245.0,4440.0,2.62,1.5,2.7,1.54,2.79,1.55,2.65,1.47,1
1553,2015-07-03,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,3rd Round,5.0,Wawrinka S.,Verdasco F.,4.0,43.0,5790.0,1045.0,1.16,5.0,1.19,5.48,1.21,5.48,1.18,4.73,1
1554,2015-07-04,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,3rd Round,5.0,Bautista R.,Basilashvili N.,22.0,153.0,1545.0,351.0,1.22,4.33,1.24,4.65,1.25,4.65,1.22,4.17,1
1555,2015-07-04,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,3rd Round,5.0,Andujar P.,Berdych T.,37.0,6.0,1125.0,5050.0,13.0,1.04,17.0,1.04,20.0,1.05,12.71,1.03,0
1556,2015-07-04,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,3rd Round,5.0,Isner J.,Cilic M.,17.0,9.0,1890.0,3540.0,2.2,1.66,2.38,1.67,2.38,1.8,2.15,1.69,0
1557,2015-07-04,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,3rd Round,5.0,Federer R.,Groth S.,2.0,69.0,9665.0,743.0,1.03,15.0,1.04,17.0,1.04,20.5,1.02,14.03,1
1558,2015-07-04,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,3rd Round,5.0,Tsonga J.W.,Karlovic I.,12.0,25.0,2565.0,1385.0,1.44,2.75,1.5,2.84,1.5,3.0,1.44,2.75,0
1559,2015-07-04,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,3rd Round,5.0,Seppi A.,Murray A.,27.0,3.0,1280.0,7450.0,15.0,1.03,18.0,1.04,20.67,1.05,13.65,1.03,0
1560,2015-07-04,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,3rd Round,5.0,Ward J.,Pospisil V.,111.0,56.0,483.0,870.0,3.0,1.4,3.0,1.46,3.07,1.46,2.85,1.41,0
1561,2015-07-04,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,3rd Round,3.0,Monfils G.,Simon G.,18.0,13.0,1885.0,2435.0,2.1,1.72,2.28,1.72,2.28,1.9,2.11,1.72,0
1562,2015-07-04,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,3rd Round,5.0,Brown D.,Troicki V.,102.0,24.0,509.0,1494.0,3.0,1.4,3.16,1.42,3.16,1.5,2.83,1.42,0
1563,2015-07-06,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,4th Round,5.0,Kudla D.,Cilic M.,105.0,9.0,496.0,3540.0,5.5,1.14,4.92,1.22,5.72,1.22,5.09,1.16,0
1564,2015-07-06,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,4th Round,5.0,Bautista R.,Federer R.,22.0,2.0,1545.0,9665.0,13.0,1.04,14.8,1.05,14.8,1.06,11.45,1.04,0
1565,2015-07-06,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,4th Round,5.0,Gasquet R.,Kyrgios N.,20.0,29.0,1610.0,1245.0,1.8,2.0,1.85,2.08,2.05,2.13,1.86,1.94,1
1566,2015-07-06,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,4th Round,5.0,Murray A.,Karlovic I.,3.0,25.0,7450.0,1385.0,1.1,7.0,1.11,8.44,1.12,9.0,1.09,7.33,1
1567,2015-07-06,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,4th Round,5.0,Pospisil V.,Troicki V.,56.0,24.0,870.0,1494.0,3.4,1.33,3.73,1.33,3.77,1.36,3.4,1.32,1
1568,2015-07-06,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,4th Round,5.0,Simon G.,Berdych T.,13.0,6.0,2435.0,5050.0,3.5,1.3,3.67,1.34,3.67,1.36,3.34,1.32,1
1569,2015-07-06,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,4th Round,5.0,Wawrinka S.,Goffin D.,4.0,15.0,5790.0,2010.0,1.2,4.5,1.31,3.92,1.31,4.75,1.22,4.22,1
1570,2015-07-07,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,4th Round,5.0,Djokovic N.,Anderson K.,1.0,14.0,13845.0,2090.0,1.03,15.0,1.04,17.0,1.05,17.5,1.03,13.45,1
1571,2015-07-08,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,Quarterfinals,5.0,Cilic M.,Djokovic N.,9.0,1.0,3540.0,13845.0,7.5,1.08,8.73,1.1,9.0,1.13,7.57,1.09,0
1572,2015-07-08,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,Quarterfinals,5.0,Simon G.,Federer R.,13.0,2.0,2435.0,9665.0,6.5,1.11,6.55,1.15,6.6,1.15,6.09,1.13,0
1573,2015-07-08,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,Quarterfinals,5.0,Wawrinka S.,Gasquet R.,4.0,20.0,5790.0,1610.0,1.44,2.75,1.53,2.74,1.55,2.8,1.47,2.68,0
1574,2015-07-08,2015,39,London,Wimbledon,Grand Slam,Outdoor,Grass,Quarterfinals,5.0,Murray A.,Pospisil V.,3.0,56.0,7450.0,870.0,1.03,15.0,1.03,19.0,1.05,19.0,1.03,13.75,1
